id,name,type,latitude,longitude,address,phone,operator,emergency,source
378692913,Unnamed,doctors,13.0406602,80.2505675,,,,no,OSM
410710342,Unnamed,pharmacy,13.0202464,80.2429776,,,,no,OSM
410710346,Unnamed,pharmacy,13.0201628,80.2429432,,,,no,OSM
442508332,Sarswathi Hospital,hospital,12.9653846,80.2067733,,,,no,OSM
459635161,Apollo Clinic & Pharmacy,hospital,13.05244,80.2041657,,,,no,OSM
459642871,Abhirami Medicals,pharmacy,13.0540717,80.2040147,,,,no,OSM
459648701,Vijaya Heart Centre,hospital,13.0483819,80.2070144,,,,no,OSM
595662363,Geetha Pharmacy,pharmacy,13.0570316,80.1939439,,,,no,OSM
595706154,"Vasan Eye Care Hospital, Vadapalani",hospital,13.0495316,80.211027,,,,no,OSM
597590621,JJ Hospital,hospital,13.0571293,80.1942138,,,,no,OSM
612527668,Seven Star Pharmacy,pharmacy,13.0726659,80.2083688,,,,no,OSM
928070924,Unnamed,pharmacy,13.04426,80.2272823,,,,no,OSM
941471945,Appasamy Hospital,hospital,13.0750445,80.2151198,,,Appasamy Hospital,no,OSM
941482690,Seetha Medicals,pharmacy,13.0706398,80.2081591,,,,no,OSM
941611681,Appasamy Hospital,hospital,13.073239,80.2148826,,,,no,OSM
941621037,Appolo Clinic,hospital,13.0892073,80.2178866,,,,no,OSM
992583956,Om Medicals,hospital,13.0529181,80.2039631,,,,no,OSM
992584083,Unnamed,pharmacy,13.0529181,80.2039636,,,,no,OSM
1018359157,Apollo,pharmacy,13.029475,80.2539531,,,,no,OSM
1067496698,Capz and Tabz,pharmacy,13.0279792,80.2638653,,,,no,OSM
1127285905,Aakash Fertility Centre & Hospital,hospital,13.0554597,80.2118365,,,,no,OSM
1152858038,Rajan Eye Care Hospital,hospital,13.0508335,80.2434416,Vidyodaya 2nd Cross Street,2834 0500/0300,,no,OSM
1315895438,sree dhanalakshmi family clinic,hospital,13.0583046,80.211745,,,,no,OSM
1330439616,Unnamed,pharmacy,12.9267155,80.2028228,,,,no,OSM
1446415367,Bhadra Homeo,hospital,12.9663879,80.2474724,PERUNGUDI,,,no,OSM
1450869068,Meiyappan Medicals,pharmacy,12.9738813,80.2581824,,,,no,OSM
1472969165,Amma Hospital,hospital,13.0626045,80.2305209,"7th street, Choolaimedu high road",,,yes,OSM
1474055555,Right Hospitals,hospital,13.0787952,80.2405731,,,,yes,OSM
1560720462,Vasan Eye Care Hospital,hospital,13.0015307,80.2552541,,,,no,OSM
1597151538,Unnamed,hospital,13.0584072,80.2011738,,,,no,OSM
1640625235,Unnamed,pharmacy,12.9809069,80.2289781,,,,no,OSM
1666841790,Saravana Medicals,pharmacy,12.9294425,80.2029696,,,,no,OSM
1666846861,Unnamed,pharmacy,12.9283338,80.2018315,,,,no,OSM
1697808540,Periyandaver Pharmacy,pharmacy,13.0266818,80.270192,,,,no,OSM
1764130037,Jayanthi Enterprise,pharmacy,12.970622,80.2182562,,,,no,OSM
1789987574,Prime Care Nursing Home,hospital,12.9799192,80.2044922,"44, Shakti Nagar Main Road, Adambakkam, Balaji Nagar, Adambakkam, Chennai, Tamil Nadu 600088",,,no,OSM
1797128712,Siva Medicals,pharmacy,13.0728115,80.2079408,,,,no,OSM
1895925529,S L V Medicals,pharmacy,12.94626,80.1970939,,,,no,OSM
1921334902,Apollo Pharmacy,pharmacy,12.9796042,80.1880567,46th Street,,,no,OSM
1926719654,Gokul Medicals,pharmacy,12.9810527,80.1882119,,,,no,OSM
1948616260,Apollo Free Emergency Clinic,hospital,13.0677233,80.2050055,,,,no,OSM
1948616269,Apollo Pharmacy,pharmacy,13.0677514,80.2050048,,,,no,OSM
1955943159,Agarwal Hospital,hospital,13.0385656,80.2165845,,,,no,OSM
1955943164,Rajan Opticals,pharmacy,13.0346459,80.2163029,,,,no,OSM
1955943166,Agarwal,pharmacy,13.0385891,80.2166274,,,,no,OSM
1957903721,Senthil Nursing Home,hospital,13.0849671,80.2004752,,,,no,OSM
1957904106,I K Hospital,hospital,13.0868667,80.1991661,,,,no,OSM
1993266486,Ortho clinic,hospital,12.9800456,80.2286587,,,,no,OSM
2053800296,Unnamed,pharmacy,12.9464081,80.1950005,,,,no,OSM
2053800304,Unnamed,pharmacy,12.9482745,80.1996675,,,,no,OSM
2120763195,SP Hospital,hospital,12.9933638,80.2009134,,,,yes,OSM
2124734395,Fourtts India Laboratories,hospital,12.9321684,80.2337388,,,,no,OSM
2126461371,Rotary Central Margaret Sidney Hospital,hospital,12.9837958,80.1932105,,,,no,OSM
2145405955,Sri Chakra Hospital,hospital,12.9786524,80.1850278,,,,no,OSM
2151933464,Apollo Pharmacy,pharmacy,12.9860357,80.1885197,,,,no,OSM
2162769565,RA Usha's clinic,clinic,12.918328,80.187629,,,,no,OSM
2162770047,SV clinic,clinic,12.917927,80.187478,,,,no,OSM
2162771723,SV Lab,clinic,12.917897,80.187416,,,,no,OSM
2162771900,V-Care Clinic,clinic,12.917246,80.1873,,,,no,OSM
2162772403,RPT Medicals,pharmacy,12.917288,80.187317,,,,no,OSM
2163785044,KK clinic,clinic,12.886344,80.188974,,,,no,OSM
2210056220,Rajan Hospital,hospital,12.8928496,80.1835976,,,,no,OSM
2253361647,Dr. Janardhanan Multispeciality Dental Clinic,hospital,12.9842586,80.1886083,,,,no,OSM
2253368679,Ambhika Medicals,pharmacy,12.9843945,80.188611,,,,no,OSM
2258356173,MedPlus,pharmacy,12.9872328,80.1881281,,,,no,OSM
2296731456,Dr Venugopals' Sundaram Clini,hospital,13.076782,80.268345,,,,no,OSM
2296731781,Dr Kabir's Clinic,hospital,13.0768734,80.2678381,,,,no,OSM
2296732187,Dr Sridhars'Clinic,hospital,13.0764345,80.2672427,,,,no,OSM
2394694856,Apollo Pharmacy,pharmacy,13.0904821,80.215805,,,,no,OSM
2485567524,Vepery Hospital,hospital,13.0921812,80.2594411,,,,no,OSM
2559180846,Jaws Dental Foundation,hospital,13.0929667,80.2236256,30th Street,,,yes,OSM
2587530810,Chennai Skin Foundation,hospital,13.0205681,80.2594702,,,,no,OSM
2669702938,Sukrthi Nursing Home,hospital,12.9710287,80.2082964,Mullai Street,,,yes,OSM
2669790528,Chennai Jayanth Acupuncture Clinic,alternative,13.0743875,80.2006671,"School Street, Koyambedu",+91 77082 11515,,no,OSM
2676678607,24 Hours Hospital,clinic,13.024235,80.2231706,Karaneeswar Koil Street,,Private,yes,OSM
2878310971,Roja Medicals,pharmacy,12.9806725,80.1881307,,,,no,OSM
2926952454,Clinic,doctors,13.0158037,80.1748437,,,,no,OSM
2926952456,LAB,pharmacy,13.0158622,80.1748512,,,,no,OSM
2926952458,Unnamed,pharmacy,13.015755,80.1748112,,,,no,OSM
3118864398,Kauvery Hospital,hospital,13.0381705,80.2573008,Luz Church Road,+914440006000,,yes,OSM
3240606754,Shri Ganesh Pharmacy,pharmacy,12.9886621,80.1903162,5th Main Road,,,no,OSM
3372786283,Velachery SABA Hospital,hospital,12.9862735,80.2298924,,,,no,OSM
3397750866,Dr. Reddi's Poly Clinic,clinic,13.022387,80.2230108,Karaneeswar Koil Street,,,no,OSM
3450053562,Appollo Pharmacy,pharmacy,13.0249589,80.2204682,Jones Road,,,no,OSM
3450059376,Sushil Medicals,pharmacy,13.0248573,80.2204111,,,,no,OSM
3453282583,Sri Ram Medicals,pharmacy,13.0250873,80.221673,,,,no,OSM
3453302326,Amman Medicals,pharmacy,13.0249743,80.2207562,,,,no,OSM
3453302327,Ganesh Medicals,pharmacy,13.0249507,80.2203146,,,,no,OSM
3453302328,Naga Medicals,pharmacy,13.0250178,80.2213774,,,,no,OSM
3453302329,Sugam Poly Clinic,clinic,13.0248543,80.2208806,Jones Road,,,no,OSM
3453328189,24 Hours Health care centre,clinic,13.0248243,80.2203784,Jones Road,,,no,OSM
3453367856,Sri Karaneeswarar Medicals,pharmacy,13.0242117,80.2231695,Karaneeswar Koil Street,,,no,OSM
3453898726,Udayam Medicals,pharmacy,13.0222576,80.2211617,,,,no,OSM
3467526751,Sri Iyappa Medicals,pharmacy,13.0216638,80.2194646,,,,no,OSM
3470834274,Unnamed,pharmacy,13.0221323,80.2245935,Bazaar Road,,,no,OSM
3470862093,"Dr. R. Gurusamy, ENT & General",doctors,13.0246739,80.2203223,Subramania Swamy Koil Street,,,no,OSM
3470862094,Rajesh Clinic,doctors,13.0252349,80.2227857,Jones Road,,,no,OSM
3470862095,Smile Care,dentist,13.0252375,80.2228534,Jones Road,,,no,OSM
3470914439,Jaya Medicals,pharmacy,13.0395967,80.2213776,Arya Gowda Road,,,no,OSM
3471088863,Tooth Craft,dentist,13.0242232,80.2231722,Karaneeswar Koil Street,,,no,OSM
3485824671,MedPlus,pharmacy,13.0247344,80.2168255,,,,no,OSM
3485824672,Saranya Medicals,pharmacy,13.0221564,80.2207542,,,,no,OSM
3485824673,Saravana Medicals,pharmacy,13.0222453,80.2206601,,,,no,OSM
3485824674,Sayer Pharmacy,pharmacy,13.0218682,80.224325,,,,no,OSM
3485824675,Sindhu Pharmacy,pharmacy,13.0221953,80.2226021,,,,no,OSM
3485824676,Vasantham Medicals,pharmacy,13.0222897,80.2199272,,,,no,OSM
3485824677,Unnamed,pharmacy,13.0224517,80.2194413,,,,no,OSM
3493034087,Unnamed,pharmacy,12.9867053,80.2243017,,,,no,OSM
3494254196,Bohra Tooth Palace,dentist,13.0923775,80.2777601,General Muthiah Street,,,no,OSM
3494254197,Unnamed,pharmacy,13.0922553,80.2777363,,,,no,OSM
3508280901,Gandhi Pharmacy,pharmacy,12.9857194,80.2291961,,,,no,OSM
3524770229,Maruthi Pharmacy,pharmacy,13.0242543,80.2185088,,,,no,OSM
3614668683,JOGO Clinic,psychotherapist,13.0003975,80.2611458,,,,no,OSM
3680482049,"Sri Meenakshi Nursing Home, Chennai",clinic,13.041711,80.2285827,Railway Border Road,044 2345 5290,,no,OSM
3685002782,West Mambalam Pharmacy,pharmacy,13.0419746,80.2249547,,,,no,OSM
3687711447,Kaya Skin clinic,hospital,12.9767775,80.2223505,,,,no,OSM
3735409816,Jeyalakshmi Medicals,pharmacy,13.0420421,80.2257791,,,,no,OSM
3735409817,Madras Medicals,pharmacy,13.0172184,80.2410405,,,,no,OSM
3745022788,Vinodh Medicals,pharmacy,13.0391259,80.2212706,Arya Gowda Rd,,,no,OSM
3774546122,Andavar Medicals,pharmacy,12.9991848,80.2563513,,,,no,OSM
3774546123,Nagappa Pharmacy,pharmacy,12.9992548,80.257968,Shastri Nagar 1st Cross St,,,no,OSM
3777708607,MedPlus,pharmacy,12.9991541,80.2566841,9th Lane,,,no,OSM
3800583777,Apollo Pharmacy,pharmacy,13.0363292,80.2226905,,,,no,OSM
3800583778,Mumtaz Medicals,pharmacy,13.0366726,80.2230223,,,,no,OSM
3800583779,Saravana Medicals,pharmacy,13.0362675,80.2222656,,,,no,OSM
3810841790,Dhanalakshmi Medicals,pharmacy,13.0368258,80.2230191,,,,no,OSM
3919826308,Specialist Pharmacy,pharmacy,12.985733,80.2182467,,,,no,OSM
3969967345,Bawaa Medicals,pharmacy,12.968197,80.1487307,,,,no,OSM
3971391760,Unnamed,pharmacy,12.9859425,80.2282833,,,,no,OSM
3971391761,Appolo Pharmacy,pharmacy,12.9861154,80.2274512,,,,no,OSM
3978318677,Unnamed,pharmacy,13.0597957,80.195286,,,,no,OSM
3982078512,Pavithra Hospital,hospital,13.1260907,80.2488406,Ethiraj Samy Salai,,,no,OSM
4221573903,Shankara Netralaya Eye Hospital,hospital,13.0642564,80.2497746,Pycrofts Garden Road,,,no,OSM
4238552590,Dr Aslam Yousuff Clinic,doctors,13.0861416,80.2529597,,26423282,,no,OSM
4269972191,Shree devi medicals,pharmacy,13.0610433,80.2765499,Parthasarathy Street,7200935169,,no,OSM
4329387869,Srinivasan Rajalakshmi Memorial Hospital,hospital,12.9733792,80.187599,"6th street,voltas colony","+91 98401 17136, +91 44 4504 6010","Dr. S.Krishnan , MD.RT, Dr. Mrs. P. Radha [MD]",yes,OSM
4374965690,Unnamed,pharmacy,12.9293923,80.2025632,Velachery Main Road,,,no,OSM
4402711896,Sri Nanthish Medicals,pharmacy,13.0111273,80.1530134,"Sri Amman Nagar, Kolapakkam main road",+91 44 6450 6869,,no,OSM
4411855591,Unnamed,clinic,12.9745585,80.2201536,,,,no,OSM
4417312196,Apollo Pharmacy,pharmacy,13.0339283,80.2142544,53rd Street,04424745946,,no,OSM
4421926391,Unnamed,clinic,13.0672454,80.2496008,College Road,,,no,OSM
4486583996,Chennai Medical Centre Hospital,hospital,13.0380047,80.1889685,,,,no,OSM
4488082604,SRM Institutes For Medical Science,hospital,13.0515961,80.2114304,Jawaharlal Nehru Road (100 Feet Road),+91 44 2000 2001,,no,OSM
4488387389,Unnamed,clinic,13.0327786,80.2526813,TTK Road,04424346665,,no,OSM
4549736615,Unnamed,pharmacy,12.9645947,80.2111207,,,,no,OSM
4549736618,Unnamed,pharmacy,12.9651772,80.2076115,,,,no,OSM
4549736619,Unnamed,pharmacy,12.9651808,80.2070403,,,,no,OSM
4549736620,Unnamed,pharmacy,12.9653086,80.2064949,,,,no,OSM
4549736621,Unnamed,pharmacy,12.9654845,80.2065693,,,,no,OSM
4580687657,Siva clinic,clinic,13.0313209,80.2247278,,,,no,OSM
4580687658,Sri Krishna Medicals,pharmacy,13.0313163,80.2246668,,,,no,OSM
4580688050,Sri Desikan Clinic,doctors,13.0366881,80.2230407,,,,no,OSM
4740021911,Gokul XRAY,pharmacy,13.0396163,80.2630412,,,,no,OSM
4764302980,HEALTH,hospital,13.0135999,80.2395364,,,,no,OSM
4813324323,Unnamed,hospital,13.1133021,80.2905249,SOMU STREET 6th LANE,+914425980998,,no,OSM
5040904305,MedPlus,pharmacy,12.9692614,80.1874944,,,,no,OSM
5229515285,Primary Health Center,centre,13.0176941,80.2058832,,,,no,OSM
5263563022,Unnamed,hospital,13.1131363,80.2429369,,,,no,OSM
5305752194,Sukham Pharmacy,pharmacy,13.0856902,80.2030609,12th Main Road,,,no,OSM
5306591795,Sha Dental Clinic,dentist,13.0857438,80.2029307,,,,no,OSM
5306596304,Neuro Clinic,clinic,13.0862108,80.2048268,H Block 5th street,04426164055,,no,OSM
5318562365,Dr. Ram's Diabetes & Endocrine Clinic,clinic,13.0860731,80.1983714,"J.J. Complex, Jawaharlal Nehru Road, Thirumangalam",9333193331,,no,OSM
5318565084,Heart Care Clinic,clinic,13.0856328,80.1983243,"J.J. Complex, Jawaharlal Nehru Road, Thirumangalam",,,no,OSM
5332431685,Shifa Medicals,pharmacy,12.9658654,80.2568782,,,,no,OSM
5332436330,Apollo Pharmacy,pharmacy,12.9752059,80.2588333,,,,no,OSM
5332437283,Sri Meyyappa Medicals,pharmacy,12.9738038,80.2584682,,,,no,OSM
5332445810,Family Dentistry Center,dentist,12.9870178,80.2582033,,,,no,OSM
5336394298,S.R. Medicals,pharmacy,13.1026223,80.2090829,,04426180992,,no,OSM
5336395126,MedPlus,pharmacy,13.1026662,80.2089167,,,,no,OSM
5336542921,The Cresent Hospital,hospital,13.0527235,80.2727336,,,,no,OSM
5338508432,Swami Eye Clinic & Surgi Center,clinic,13.1058085,80.2077881,,,,no,OSM
5338508433,Sri Bhagavan Medicals,pharmacy,13.105724,80.2076852,,,,no,OSM
5338512294,Sri Azhagu Medicals,pharmacy,13.1076791,80.2061087,"Redhills road, Villivakkam",,,no,OSM
5338522331,Thai Medical and Generals,pharmacy,13.1092819,80.2062148,,,,no,OSM
5338591947,Gurudev Pharmacy,pharmacy,13.1036499,80.2075899,,,,no,OSM
5338616494,Narayanappah Pharmacy,pharmacy,13.0847337,80.2122632,,,,no,OSM
5359076843,Sathya Pharmacy,pharmacy,13.0852419,80.199355,,,,no,OSM
5367950021,Biocosmo Healthcare,hospital,13.0590329,80.2375326,Mahalingapuram Main Road,7200080075,,no,OSM
5400380244,Coopertive Medicals,pharmacy,13.0873798,80.1974921,,,,no,OSM
5400382372,Ashok Medicals,pharmacy,13.0349633,80.2123839,,,,no,OSM
5489143545,Keerthi clinic,clinic,13.0200088,80.1422946,,9003052532,,no,OSM
5500158687,Vijaya Group of Hospital,hospital,13.0497391,80.2083222,"New No:434, Old No:180, NSK Salai Rd, Vadapalani, Chennai, Tamil Nadu 600026",044 6664 6600,,no,OSM
5525433061,King Institute of Preventive Medicine and Research,centre,13.0142256,80.2181845,,044-22501520,,no,OSM
5547728024,ஹிபா சிறப்பு மருத்துவமனை,hospital,13.0615207,80.275747,Veeraraghava Street (Big St),,,no,OSM
5570522545,ARK Hospital,hospital,12.9856999,80.2293536,Gandhi Road,,,no,OSM
5570584568,Nanomed Clinical Lab,pharmacy,12.9814619,80.2293617,,,,no,OSM
5608708927,Unnamed,doctors,13.0119179,80.2307488,,,,no,OSM
5631872265,Viji Clinic,clinic,13.0298741,80.2217057,Old Mambalam Road,,viyashankar,no,OSM
5631872266,Annamalai Hospital,hospital,13.031147,80.2228983,Govindan Road,,Annamalai,no,OSM
5631872277,Ezhil Hospital,hospital,13.0319539,80.2207913,Govindan Road,,Durairaj,yes,OSM
5792664046,"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy",hospital,12.9794,80.2043658,"68, 18th St, Balaji Nagar Extn-II, Vanuvampet, Madipakkam, Chennai, Tamil Nadu 600088",095000 06644,,no,OSM
5910074596,The Guest Pharmacy,pharmacy,13.0770009,80.2387258,EVR Periyar Salai (Poonamallee High Road),,,no,OSM
6015237085,Unnamed,pharmacy,13.0860154,80.2798104,,,,no,OSM
6036525834,VM Medicals,pharmacy,13.105607,80.2099301,"East Mada Street, Villivakkam",,,no,OSM
6036592551,MedPlus,pharmacy,13.108615,80.2077057,,,,no,OSM
6036687186,GK Clinic,clinic,13.1055632,80.2098688,"South Mada Street, Villivakkam",,,no,OSM
6039322857,Jayalakshmi Medicals,pharmacy,13.0874373,80.1970993,"Welcome colony, Anna nagar west",,,no,OSM
6045880759,City Primary Healthcare Centre,centre,13.0354034,80.2504161,Kavingar Barathidasan Road,,,no,OSM
6057943093,Diabetes and Heart Care Clinic,clinic,13.0291736,80.2474284,,,,no,OSM
6131954385,Unnamed,clinic,13.0199102,80.2697182,,,,no,OSM
6167503411,BK ENT care,clinic,13.057865,80.2362823,Mahalingapuram Main Road,+91 44 2817 1314,,no,OSM
6167503412,Suman Clinic,clinic,13.055823,80.2348714,Mahalingapuram Main Road,+91 44 2817 4422,,no,OSM
6185882385,Nivas Skin Clinic,hospital,13.0289663,80.2085951,,,,no,OSM
6187367787,Unnamed,clinic,13.0723143,80.2530089,SAIT Colony 1st Street,"9841214222,9962222266",,no,OSM
6237693085,Unnamed,pharmacy,13.0853754,80.2520126,,,,no,OSM
6274294885,Unnamed,pharmacy,13.0636828,80.2773224,,,,no,OSM
6274320987,Unnamed,pharmacy,13.0651517,80.2739292,,,,no,OSM
6274344085,Unnamed,pharmacy,13.0634397,80.274789,,,,no,OSM
6324654184,Aryan Clinic,clinic,13.0464568,80.2457288,Narashiman 2nd Street,,,no,OSM
6640623885,Unnamed,doctors,13.0682794,80.2604397,Montieth Lane,,,no,OSM
6681271185,Unnamed,clinic,13.0708359,80.2657441,,,,no,OSM
6886285315,Dr.Kamatchi Memorial and Blood Component Research Centre,blood_donation,12.9493001,80.2095059,,,,no,OSM
6886285316,Rotary Blood Bank - Chennai,blood_donation,12.9810509,80.195537,,,,no,OSM
6886285317,The Tamil Nadu Dr. MGR Medical University Blood Bank,blood_donation,13.0098682,80.2182251,,,,no,OSM
6886285320,Apollo Cancer Centres,hospital,13.0337515,80.2451004,"Anna Salai, Teynampet,",,,no,OSM
6893114494,Sree Venkateswara Blood Bank,blood_donation,13.10995,80.282059,,,,no,OSM
6914280086,Raju Hospitals,hospital,13.0329888,80.230346,,,,no,OSM
6914280087,"Raju Nursing Home, Chennai",clinic,13.1193228,80.2254523,,,,no,OSM
6914280107,Hitech Diagnostic Centre,laboratory,13.0855408,80.2504653,,,,no,OSM
6914764653,Sri Kalyan Hospital,hospital,13.0063976,80.2507134,,,,no,OSM
6914767986,Sundaravadanan Nursing Home,clinic,13.0793555,80.2560469,,,,no,OSM
6914768001,Sen Hospital,hospital,13.1105649,80.2418775,,,,no,OSM
6914768012,"Angel Nursing Home, Washermenpet",clinic,13.1116559,80.2847452,,,,no,OSM
6914768046,Billroth Hospitals,hospital,13.0757435,80.2272588,,,,no,OSM
6914768063,Cauvery Trust Hospital,hospital,13.1026603,80.2112943,,,,no,OSM
6914768069,Kedar Hospital,hospital,13.0229098,80.1670808,Mugalivakkam Main Road,,,no,OSM
6914768086,Soundarapandian Bone and Joint Hospital Research Institute Pvt. Ltd.,hospital,13.0835957,80.2156462,,,,no,OSM
6914768088,Dr. U. Mohan Rau Memorial Hospital - Chennai,hospital,13.079494,80.2572808,,,,no,OSM
6914880505,Vijaya Institute Of Trauma and Orthopadics,clinic,13.0477799,80.2065495,,,,no,OSM
6914880538,Chennai Cancer Care,hospital,13.0762935,80.234026,,,,no,OSM
6914880539,Chennai Eye Care Hospital,hospital,12.9789449,80.2246302,,,,no,OSM
6914880540,Chennai Heart Centre,hospital,13.0917939,80.2410534,,,,no,OSM
6914880546,Chennai Kaliappa Hospital,hospital,13.0268492,80.2558082,,,,no,OSM
6914880552,Mots Hospital,hospital,13.0833606,80.2341561,,,,no,OSM
6914880558,"Mother and Child Care Clinic, Chennai",clinic,13.0223545,80.2042052,,,,no,OSM
6914880574,"Mohan Nursing Home, Tiruvallur",clinic,13.1025336,80.2090412,,,,no,OSM
6914880584,Vasanthi Orthopaedic Hospital,hospital,13.0723588,80.2157642,,,,no,OSM
6914894005,Mina Nursing Home,clinic,13.0074586,80.206874,,,,no,OSM
6914896192,R.M.D. Nursing Home,clinic,13.0440054,80.2355951,,,,no,OSM
6914896212,R.K. Gynaec And Maternity Hospital,hospital,13.0788127,80.2481786,,,,no,OSM
6914896214,R.G. Stone Urological Research Institute,hospital,13.0240792,80.2278288,,,,no,OSM
6914896215,R. K. Eye Centre,hospital,13.0485912,80.2311788,,,,no,OSM
6914896269,Psymed Hospiyal,hospital,13.0714757,80.2317998,,,,no,OSM
6914896280,"Priya Nursing Home, Perambur",clinic,13.1122071,80.2496512,,,,no,OSM
6914896281,"Priya Nursing Home, Chennai",clinic,13.1192888,80.2889456,,,,no,OSM
6914911764,"Vasanthram Hospital (P) Ltd.,",hospital,13.0433091,80.2187696,,,,no,OSM
6914927162,Vadapalani Multispeciality Hospital,hospital,13.0516559,80.2133146,,,,no,OSM
6914937617,Sri Ramachandra Hospital,hospital,13.0378713,80.1402023,,,,no,OSM
6914937645,Sri Ramana Eye Center,clinic,13.0425395,80.2430315,,,,no,OSM
6914937661,Sri Sai Sankara Dental Clinic And Orthodontic Cent,clinic,13.1173689,80.2315973,,,,no,OSM
6914937681,Sri Sayee Poly Clinic,clinic,13.0422887,80.2665116,,,,no,OSM
6914981225,Prakriti Ayurvedic Center,clinic,13.0224512,80.2639461,,,,no,OSM
6915117046,"M N Eye Hospital Private Limited, Tondiarpet",hospital,13.1232306,80.2876528,,,,no,OSM
6915134068,Doctor Rexs Hospitals,hospital,13.0838812,80.2502386,,,,no,OSM
6915201226,Helios Hospital Pvt Ltd,hospital,12.9855882,80.2189144,,,,no,OSM
6915211726,Sriram Dental Clinic and Orthodontic Centre,clinic,12.9850289,80.1891057,,,,no,OSM
6915218991,Deepam Muthu Hospital,hospital,13.0995855,80.2605303,,,,no,OSM
6915219120,"Lakshmi Nursing Home, Kanchipuram",clinic,12.9701888,80.1479395,Church Road,,,no,OSM
6915222815,M.K. Nursing Home,clinic,13.1217763,80.2858047,,,,no,OSM
6915323752,Padmini Nursing Home,clinic,13.0727703,80.2343653,,,,no,OSM
6915463333,Malligai Hospital,hospital,13.1238765,80.2899749,,,,no,OSM
6915804195,Raja Annamalai Puram Dispensary No.6,clinic,13.0213249,80.2596237,,,,no,OSM
6915813496,Joseph Eye Clinic,clinic,13.0813437,80.2588713,,,,no,OSM
6915836812,Huma Specialists Hospital and Research Centre Pvt Ltd,hospital,13.0282655,80.235353,,,,no,OSM
6915842017,Dr Radha Rajendran Nursing Home Pvt Ltd,clinic,13.0057455,80.2044077,,,,no,OSM
6915850074,Regina Nursing Home,clinic,13.0863886,80.2339844,,,,no,OSM
6916036301,The Surgical Clinic and Nursing Home,clinic,13.028161,80.2681853,,,,no,OSM
6916036803,Divya Hospital,hospital,12.9644392,80.187601,Mount - Medavakkam Road,,,no,OSM
6916164281,Balaji Nursing Home - Chennai,clinic,12.9959072,80.2586031,,,,no,OSM
6916178396,Noor`S Hospital,hospital,13.1418442,80.2485046,,,,no,OSM
6916205172,"Vasan Eye Care Hospital, Perambur",hospital,13.1177888,80.2287099,,,,no,OSM
6925987220,Getwel Dental Clinic,clinic,13.0247168,80.1493795,,,,no,OSM
6926045316,Ramana Clinic And Nursing Home,clinic,12.9815305,80.2207484,,,,no,OSM
6926045326,Sri Sai Krs Hospital,hospital,13.0379843,80.2163241,,,,no,OSM
