latitude,longitude,distance_to_any_km,nearest_facility,distance_to_hospital_km,nearest_hospital,distance_to_clinic_km,nearest_clinic
12.8505153,80.17976226262627,4.113538823933515,KK clinic,4.726638242079388,Rajan Hospital,4.113538823933515,KK clinic
12.8505153,80.18179653333334,4.0631237420175115,KK clinic,4.711617580422649,Rajan Hospital,4.0631237420175115,KK clinic
12.8505153,80.18383080404041,4.02480817387854,KK clinic,4.707430804955606,Rajan Hospital,4.02480817387854,KK clinic
12.8505153,80.18586507474748,3.8872264170262354,Semmancheri PHC,4.714106781711693,Rajan Hospital,3.9989399266218806,KK clinic
12.8505153,80.18789934545455,3.7303810069575984,Semmancheri PHC,4.528272921525329,Dental College & Hospital,3.9857613630998636,KK clinic
12.8505153,80.18993361616162,3.5809620360397334,Semmancheri PHC,4.3326550886043345,Dental College & Hospital,3.9853983686786476,KK clinic
12.8505153,80.1919678868687,3.4399373768539014,Semmancheri PHC,4.140154343551135,Dental College & Hospital,3.9978544342172837,KK clinic
12.8505153,80.19400215757577,3.3083806637739155,Semmancheri PHC,3.9512262990974834,Dental College & Hospital,4.0230104901619566,KK clinic
12.8505153,80.19603642828284,3.1874644284803786,Semmancheri PHC,3.766408627800738,Dental College & Hospital,4.060630509828918,KK clinic
12.8505153,80.19807069898991,3.078442748511702,Semmancheri PHC,3.5863368557777746,Dental College & Hospital,4.110372279658972,KK clinic
12.8505153,80.20010496969698,2.982620229853978,Semmancheri PHC,3.411762527093227,Dental College & Hospital,4.17180222734306,KK clinic
12.8505153,80.20213924040405,2.901304968775617,Semmancheri PHC,3.2435734069206883,Dental College & Hospital,4.244412889597113,KK clinic
12.8505153,80.20417351111112,2.835745230938058,Semmancheri PHC,3.0828147458980677,Dental College & Hospital,4.32764152135198,KK clinic
12.8505153,80.2062077818182,2.7870530878282826,Semmancheri PHC,2.930709551561436,Dental College & Hospital,4.4208884744939905,KK clinic
12.8505153,80.20824205252526,2.7561226787997533,Semmancheri PHC,2.7886741653216185,Dental College & Hospital,4.52353424626593,KK clinic
12.8505153,80.21027632323234,2.6583231804445813,Dental College & Hospital,2.6583231804445813,Dental College & Hospital,4.6349544395825,KK clinic
12.8505153,80.2123105939394,2.5414551087288033,Dental College & Hospital,2.5414551087288033,Dental College & Hospital,4.754532221313505,KK clinic
12.8505153,80.21434486464648,2.440008076691404,Dental College & Hospital,2.440008076691404,Dental College & Hospital,4.881668161258111,KK clinic
12.8505153,80.21637913535353,2.355974992564974,Dental College & Hospital,2.355974992564974,Dental College & Hospital,5.015787558939338,KK clinic
12.8505153,80.2184134060606,2.2912726427684036,Dental College & Hospital,2.2912726427684036,Dental College & Hospital,5.156345512359127,KK clinic
12.8505153,80.22044767676768,2.2475711085623638,Dental College & Hospital,2.2475711085623638,Dental College & Hospital,5.30283006100323,KK clinic
12.8505153,80.22248194747475,2.2261075578749225,Dental College & Hospital,2.2261075578749225,Dental College & Hospital,5.454763759830518,KK clinic
12.8505153,80.22451621818182,2.2275249127784194,Dental College & Hospital,2.2275249127784194,Dental College & Hospital,5.455691374175636,Dr. Nithiya Clinic
12.8505153,80.22655048888889,2.2517799673829426,Dental College & Hospital,2.2517799673829426,Dental College & Hospital,5.4435174582748385,Dr. Nithiya Clinic
12.8505153,80.22858475959596,2.298149736767325,Dental College & Hospital,2.298149736767325,Dental College & Hospital,5.440728781465719,Dr. Nithiya Clinic
12.8505153,80.23061903030303,2.3653339743757145,Dental College & Hospital,2.3653339743757145,Dental College & Hospital,5.447339757627859,Dr. Nithiya Clinic
12.8505153,80.2326533010101,2.4516220782795854,Dental College & Hospital,2.4516220782795854,Dental College & Hospital,5.463316264251498,Dr. Nithiya Clinic
12.8505153,80.23468757171717,2.5550792993012537,Dental College & Hospital,2.5550792993012537,Dental College & Hospital,5.488576516554607,Dr. Nithiya Clinic
12.8505153,80.23672184242425,2.6737133435291134,Dental College & Hospital,2.6737133435291134,Dental College & Hospital,5.522993134121429,Dr. Nithiya Clinic
12.8505153,80.23875611313132,2.805599627111218,Dental College & Hospital,2.805599627111218,Dental College & Hospital,5.566396280149736,Dr. Nithiya Clinic
12.8505153,80.24079038383839,2.948960647172111,Dental College & Hospital,2.948960647172111,Dental College & Hospital,5.618577697462043,Dr. Nithiya Clinic
12.8505153,80.24282465454546,3.10220597899799,Dental College & Hospital,3.10220597899799,Dental College & Hospital,5.6792954267064575,Dr. Nithiya Clinic
12.8505153,80.24485892525253,3.2639436852265034,Dental College & Hospital,3.2639436852265034,Dental College & Hospital,5.748278973035135,Dr. Nithiya Clinic
12.8505153,80.2468931959596,3.4329736717836385,Dental College & Hospital,3.4329736717836385,Dental College & Hospital,5.825234687675591,Dr. Nithiya Clinic
12.8505153,80.24892746666667,3.608271260400752,Dental College & Hospital,3.608271260400752,Dental College & Hospital,5.9098511476858056,Dr. Nithiya Clinic
12.8505153,80.25096173737374,3.7889666338919374,Dental College & Hospital,3.7889666338919374,Dental College & Hospital,6.0018043466732145,Dr. Nithiya Clinic
12.8505153,80.25299600808081,3.974323618365362,Dental College & Hospital,3.974323618365362,Dental College & Hospital,6.100762546626916,Dr. Nithiya Clinic
12.8505153,80.25503027878788,4.163719695281504,Dental College & Hospital,4.163719695281504,Dental College & Hospital,6.206390681510107,Dr. Nithiya Clinic
12.8505153,80.25706454949496,4.356628121024418,Dental College & Hospital,4.356628121024418,Dental College & Hospital,6.318354242948953,Dr. Nithiya Clinic
12.8505153,80.25909882020203,4.552602428893211,Dental College & Hospital,4.552602428893211,Dental College & Hospital,6.436322614186189,Dr. Nithiya Clinic
12.8505153,80.2611330909091,4.751263260740869,Dental College & Hospital,4.751263260740869,Dental College & Hospital,6.545768349685098,Tharamai Child Care Clinic
12.8505153,80.26316736161617,4.952287317673823,Dental College & Hospital,4.952287317673823,Dental College & Hospital,6.658118386558939,Tharamai Child Care Clinic
12.8505153,80.26520163232324,5.155398159926146,Dental College & Hospital,5.155398159926146,Dental College & Hospital,6.776159016565077,Tharamai Child Care Clinic
12.8505153,80.26723590303031,5.360358579851236,Dental College & Hospital,5.360358579851236,Dental College & Hospital,6.899598176180707,Tharamai Child Care Clinic
12.8505153,80.26927017373738,5.566964292003102,Dental College & Hospital,5.566964292003102,Dental College & Hospital,7.0281514194255985,Tharamai Child Care Clinic
12.8505153,80.27130444444445,5.775038714927661,Dental College & Hospital,5.775038714927661,Dental College & Hospital,7.161543350606611,Tharamai Child Care Clinic
12.8505153,80.27333871515152,5.984428652431364,Dental College & Hospital,5.984428652431364,Dental College & Hospital,7.299508706585054,Tharamai Child Care Clinic
12.8505153,80.2753729858586,6.195000713463041,Dental College & Hospital,6.195000713463041,Dental College & Hospital,7.441793127939139,Tharamai Child Care Clinic
12.8505153,80.27740725656567,6.406638337709698,Dental College & Hospital,6.406638337709698,Dental College & Hospital,7.5881536599630985,Tharamai Child Care Clinic
12.8505153,80.27944152727274,6.619239317869999,Dental College & Hospital,6.619239317869999,Dental College & Hospital,7.738359023850198,Tharamai Child Care Clinic
12.8505153,80.28147579797981,6.832713729618377,Dental College & Hospital,6.832713729618377,Dental College & Hospital,7.892189696367432,Tharamai Child Care Clinic
12.8505153,80.28351006868687,7.046982196743081,Dental College & Hospital,7.046982196743081,Dental College & Hospital,8.049437833259828,Tharamai Child Care Clinic
12.8505153,80.28554433939394,7.261974432492077,Dental College & Hospital,7.261974432492077,Dental College & Hospital,8.209907068063224,Tharamai Child Care Clinic
12.8505153,80.28757861010101,7.477628009050805,Dental College & Hospital,7.477628009050805,Dental College & Hospital,8.373412214120055,Tharamai Child Care Clinic
12.8505153,80.28961288080808,7.693887316043243,Dental College & Hospital,7.693887316043243,Dental College & Hospital,8.539778893833846,Tharamai Child Care Clinic
12.8505153,80.29164715151515,7.910702676048385,Dental College & Hospital,7.910702676048385,Dental College & Hospital,8.708843115489167,Tharamai Child Care Clinic
12.8505153,80.29368142222222,8.128029591010666,Dental College & Hospital,8.128029591010666,Dental College & Hospital,8.880450814653168,Tharamai Child Care Clinic
12.8505153,80.29571569292929,8.345828098065894,Dental College & Hospital,8.345828098065894,Dental College & Hospital,9.054457374098309,Tharamai Child Care Clinic
12.8505153,80.29774996363636,8.564062217151823,Dental College & Hospital,8.564062217151823,Dental College & Hospital,9.230727133542057,Tharamai Child Care Clinic
12.8505153,80.29978423434343,8.782699475825565,Dental College & Hospital,8.782699475825565,Dental College & Hospital,9.409132898152405,Tharamai Child Care Clinic
12.8505153,80.3018185050505,9.001710499273115,Dental College & Hospital,9.001710499273115,Dental College & Hospital,9.589555452830758,Tharamai Child Care Clinic
12.8505153,80.30385277575758,9.167650704945173,Sanjeevani Ayurvedic Hospital,9.167650704945173,Sanjeevani Ayurvedic Hospital,9.771883087581124,Tharamai Child Care Clinic
12.8505153,80.30588704646465,9.319731798248533,Sanjeevani Ayurvedic Hospital,9.319731798248533,Sanjeevani Ayurvedic Hospital,9.956011137923237,Tharamai Child Care Clinic
12.8505153,80.30792131717172,9.474772585203612,Sanjeevani Ayurvedic Hospital,9.474772585203612,Sanjeevani Ayurvedic Hospital,10.14184154314132,Tharamai Child Care Clinic
12.8505153,80.30995558787879,9.632630154739932,Sanjeevani Ayurvedic Hospital,9.632630154739932,Sanjeevani Ayurvedic Hospital,10.329282424281013,Tharamai Child Care Clinic
12.8505153,80.31198985858586,9.793168295362959,Sanjeevani Ayurvedic Hospital,9.793168295362959,Sanjeevani Ayurvedic Hospital,10.518247683029106,Tharamai Child Care Clinic
12.8505153,80.31402412929293,9.956257340550044,Sanjeevani Ayurvedic Hospital,9.956257340550044,Sanjeevani Ayurvedic Hospital,10.708656622060305,Tharamai Child Care Clinic
12.8505153,80.3160584,10.121773985218647,Sanjeevani Ayurvedic Hospital,10.121773985218647,Sanjeevani Ayurvedic Hospital,10.900433586948859,Tharamai Child Care Clinic
12.853660036363635,80.11466560000001,8.755004423842852,Unnamed,8.817023262425781,Rajan Hospital,8.758962148504418,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.11669987070708,8.554550929456743,Unnamed,8.621105575877666,Rajan Hospital,8.558939603403234,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.11873414141415,8.355412267174282,Unnamed,8.42670498459017,Rajan Hospital,8.360251775939016,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.12076841212122,8.157684727351363,Unnamed,8.233928943757206,Rajan Hospital,8.162996128022883,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.1228026828283,7.961473448672355,Unnamed,8.042894268297108,Rajan Hospital,7.967279035014381,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.12483695353536,7.766893345709395,Unnamed,7.853728030548724,Rajan Hospital,7.773216712796547,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.12687122424244,7.574070135663742,Unnamed,7.666568538222681,Rajan Hospital,7.580936242512396,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.1289054949495,7.383141472497994,Unnamed,7.48156639557138,Rajan Hospital,7.390576700678666,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.13093976565658,7.194258196125873,Unnamed,7.2988856490602725,Rajan Hospital,7.202290401728376,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.13297403636365,7.007585703277767,Unnamed,7.118705016463805,Rajan Hospital,7.016244258839429,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.13500830707072,6.82330544469927,Unnamed,6.9412191948833675,Rajan Hospital,6.832621266775065,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.13704257777779,6.641616550297106,Unnamed,6.766640238556033,Rajan Hospital,6.651622107224261,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.13907684848486,6.462737579179284,Unnamed,6.595198991032184,Rajan Hospital,6.47346687224706,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.14111111919193,6.286908384901396,Unnamed,6.427146548137018,Rajan Hospital,6.298396894567486,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.143145389899,6.114392076860502,Unnamed,6.262755717555267,Rajan Hospital,6.126676663864209,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.14517966060608,5.945477046095077,Unnamed,6.102322427645952,Rajan Hospital,5.958595795337787,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.14721393131315,5.780479006825505,Unnamed,5.94616702176859,Rajan Hospital,5.7944709998009305,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.1492482020202,5.619742983243769,Unnamed,5.794635354985288,Rajan Hospital,5.634647982750211,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.15128247272727,5.46364514346413,Unnamed,5.648099587501772,Rajan Hospital,5.479503172560678,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.15331674343435,5.312594348933367,Unnamed,5.506958544429755,Rajan Hospital,5.329445144978229,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.15535101414142,5.167033247965055,Unnamed,5.371637485575143,Rajan Hospital,5.184915572620202,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.15738528484849,5.027438697933611,Unnamed,5.24258710461261,Rajan Hospital,5.0463894859308525,Dr. S. Satish Kumar M.D.S
12.853660036363635,80.15941955555556,4.8943212546800865,Unnamed,5.120281557599532,Rajan Hospital,4.899782287338441,KK clinic
12.853660036363635,80.16145382626263,4.751032023031721,KK clinic,5.005215311590034,Rajan Hospital,4.751032023031721,KK clinic
12.853660036363635,80.1634880969697,4.608587366109946,KK clinic,4.897898611475613,Rajan Hospital,4.608587366109946,KK clinic
12.853660036363635,80.16552236767677,4.473050764848179,KK clinic,4.7988513946420355,Rajan Hospital,4.473050764848179,KK clinic
12.853660036363635,80.16755663838384,4.3450687204438445,KK clinic,4.708595545813266,Rajan Hospital,4.3450687204438445,KK clinic
12.853660036363635,80.16959090909091,4.225327754445579,KK clinic,4.627645484140419,Rajan Hospital,4.225327754445579,KK clinic
12.853660036363635,80.17162517979799,4.114547421799229,KK clinic,4.556497212372226,Rajan Hospital,4.114547421799229,KK clinic
12.853660036363635,80.17365945050506,4.013469788926291,KK clinic,4.495616128237333,Rajan Hospital,4.013469788926291,KK clinic
12.853660036363635,80.17569372121213,3.922844938771596,KK clinic,4.4454240860927525,Rajan Hospital,3.922844938771596,KK clinic
12.853660036363635,80.1777279919192,3.843412349372076,KK clinic,4.406286377960189,Rajan Hospital,3.843412349372076,KK clinic
12.853660036363635,80.17976226262627,3.7758784365500437,KK clinic,4.378499445086117,Rajan Hospital,3.7758784365500437,KK clinic
12.853660036363635,80.18179653333334,3.720891137152719,KK clinic,4.362280199996314,Rajan Hospital,3.720891137152719,KK clinic
12.853660036363635,80.18383080404041,3.6790130671302026,KK clinic,4.357757806782875,Rajan Hospital,3.6790130671302026,KK clinic
12.853660036363635,80.18586507474748,3.6488737490953316,Semmancheri PHC,4.364968621709929,Rajan Hospital,3.6506953924322256,KK clinic
12.853660036363635,80.18789934545455,3.4813062026602,Semmancheri PHC,4.367176529464571,Dental College & Hospital,3.636254935393688,KK clinic
12.853660036363635,80.18993361616162,3.3206986498579223,Semmancheri PHC,4.16399751494831,Dental College & Hospital,3.6358570473358403,KK clinic
12.853660036363635,80.1919678868687,3.168109779708856,Semmancheri PHC,3.963313408766962,Dental College & Hospital,3.649506321242103,KK clinic
12.853660036363635,80.19400215757577,3.0247533843345864,Semmancheri PHC,3.765523131567016,Dental College & Hospital,3.67704633035109,KK clinic
12.853660036363635,80.19603642828284,2.8920027493828813,Semmancheri PHC,3.571107550782881,Dental College & Hospital,3.718168426651587,KK clinic
12.853660036363635,80.19807069898991,2.7713823582239026,Semmancheri PHC,3.3806489363429444,Dental College & Hospital,3.7724284736737115,KK clinic
12.853660036363635,80.20010496969698,2.6645400832309867,Semmancheri PHC,3.1948550403679086,Dental College & Hospital,3.839269479427016,KK clinic
12.853660036363635,80.20213924040405,2.5731927524871665,Semmancheri PHC,3.014588468393281,Dental College & Hospital,3.918047611881891,KK clinic
12.853660036363635,80.20417351111112,2.499040102599064,Semmancheri PHC,2.84090160780222,Dental College & Hospital,4.008059062554462,KK clinic
12.853660036363635,80.2062077818182,2.4436479562292854,Semmancheri PHC,2.67507638457299,Dental College & Hospital,4.108565590995119,KK clinic
12.853660036363635,80.20824205252526,2.4083111593406543,Semmancheri PHC,2.5186660731464374,Dental College & Hospital,4.218817178870868,KK clinic
12.853660036363635,80.21027632323234,2.373532666591227,Dental College & Hospital,2.373532666591227,Dental College & Hospital,4.338070881002383,KK clinic
12.853660036363635,80.2123105939394,2.2418673594506884,Dental College & Hospital,2.2418673594506884,Dental College & Hospital,4.465605553013343,KK clinic
12.853660036363635,80.21434486464648,2.126173699866959,Dental College & Hospital,2.126173699866959,Dental College & Hospital,4.6007325882120575,KK clinic
12.853660036363635,80.21637913535353,2.0291853915495737,Dental College & Hospital,2.0291853915495737,Dental College & Hospital,4.742803089735638,KK clinic
12.853660036363635,80.2184134060606,1.953690229075626,Dental College & Hospital,1.953690229075626,Dental College & Hospital,4.891212053716479,KK clinic
12.853660036363635,80.22044767676768,1.9022489520908983,Dental College & Hospital,1.9022489520908983,Dental College & Hospital,5.045400179121057,KK clinic
12.853660036363635,80.22248194747475,1.8768404425828322,Dental College & Hospital,1.8768404425828322,Dental College & Hospital,5.13000826852729,Dr. Nithiya Clinic
12.853660036363635,80.22451621818182,1.8785213399733238,Dental College & Hospital,1.8785213399733238,Dental College & Hospital,5.1070505555368175,Dr. Nithiya Clinic
12.853660036363635,80.22655048888889,1.9072200211810373,Dental College & Hospital,1.9072200211810373,Dental College & Hospital,5.094043514252448,Dr. Nithiya Clinic
12.853660036363635,80.22858475959596,1.9617511055917345,Dental College & Hospital,1.9617511055917345,Dental College & Hospital,5.091063413475021,Dr. Nithiya Clinic
12.853660036363635,80.23061903030303,2.040044116685392,Dental College & Hospital,2.040044116685392,Dental College & Hospital,5.0981278369208844,Dr. Nithiya Clinic
12.853660036363635,80.2326533010101,2.1394919963380516,Dental College & Hospital,2.1394919963380516,Dental College & Hospital,5.115195168298998,Dr. Nithiya Clinic
12.853660036363635,80.23468757171717,2.25730047034161,Dental College & Hospital,2.25730047034161,Dental College & Hospital,5.142165806800591,Dr. Nithiya Clinic
12.853660036363635,80.23672184242425,2.390756832271383,Dental College & Hospital,2.390756832271383,Dental College & Hospital,5.178885031172918,Dr. Nithiya Clinic
12.853660036363635,80.23875611313132,2.5373932401843584,Dental College & Hospital,2.5373932401843584,Dental College & Hospital,5.22514732368565,Dr. Nithiya Clinic
12.853660036363635,80.24079038383839,2.6950591990263266,Dental College & Hospital,2.6950591990263266,Dental College & Hospital,5.28070188033488,Dr. Nithiya Clinic
12.853660036363635,80.24282465454546,2.861932410770308,Dental College & Hospital,2.861932410770308,Dental College & Hospital,5.345258978792642,Dr. Nithiya Clinic
12.853660036363635,80.24485892525253,3.0364952771273397,Dental College & Hospital,3.0364952771273397,Dental College & Hospital,5.418496854146208,Dr. Nithiya Clinic
12.853660036363635,80.2468931959596,3.217496452033212,Dental College & Hospital,3.217496452033212,Dental College & Hospital,5.5000687425752615,Dr. Nithiya Clinic
12.853660036363635,80.24892746666667,3.4039090287962606,Dental College & Hospital,3.4039090287962606,Dental College & Hospital,5.589609789095989,Dr. Nithiya Clinic
12.853660036363635,80.25096173737374,3.5948912835346043,Dental College & Hospital,3.5948912835346043,Dental College & Hospital,5.686743569240657,Dr. Nithiya Clinic
12.853660036363635,80.25299600808081,3.789752420829547,Dental College & Hospital,3.789752420829547,Dental College & Hospital,5.79108803739679,Dr. Nithiya Clinic
12.853660036363635,80.25503027878788,3.9879238819919527,Dental College & Hospital,3.9879238819919527,Dental College & Hospital,5.902260778556804,Dr. Nithiya Clinic
12.853660036363635,80.25706454949496,4.188935875922119,Dental College & Hospital,4.188935875922119,Dental College & Hospital,6.0198834993665375,Dr. Nithiya Clinic
12.853660036363635,80.25909882020203,4.392398440857915,Dental College & Hospital,4.392398440857915,Dental College & Hospital,6.130373446687397,Tharamai Child Care Clinic
12.853660036363635,80.2611330909091,4.5979862723319025,Dental College & Hospital,4.5979862723319025,Dental College & Hospital,6.242003072004738,Tharamai Child Care Clinic
12.853660036363635,80.26316736161617,4.805426605877949,Dental College & Hospital,4.805426605877949,Dental College & Hospital,6.359721653705579,Tharamai Child Care Clinic
12.853660036363635,80.26520163232324,5.014489542820542,Dental College & Hospital,5.014489542820542,Dental College & Hospital,6.483197519816406,Tharamai Child Care Clinic
12.853660036363635,80.26723590303031,5.224980315012816,Dental College & Hospital,5.224980315012816,Dental College & Hospital,6.61210814006649,Tharamai Child Care Clinic
12.853660036363635,80.26927017373738,5.436733083031046,Dental College & Hospital,5.436733083031046,Dental College & Hospital,6.74614196689867,Tharamai Child Care Clinic
12.853660036363635,80.27130444444445,5.649605946134651,Dental College & Hospital,5.649605946134651,Dental College & Hospital,6.88499979853269,Tharamai Child Care Clinic
12.853660036363635,80.27333871515152,5.863476910820758,Dental College & Hospital,5.863476910820758,Dental College & Hospital,7.028395721691289,Tharamai Child Care Clinic
12.853660036363635,80.2753729858586,6.0782406194139975,Dental College & Hospital,6.0782406194139975,Dental College & Hospital,7.176057693623959,Tharamai Child Care Clinic
12.853660036363635,80.27740725656567,6.293805683201407,Dental College & Hospital,6.293805683201407,Dental College & Hospital,7.327727821800478,Tharamai Child Care Clinic
12.853660036363635,80.27944152727274,6.510092498184857,Dental College & Hospital,6.510092498184857,Dental College & Hospital,7.4831623960182245,Tharamai Child Care Clinic
12.853660036363635,80.28147579797981,6.727031447719132,Dental College & Hospital,6.727031447719132,Dental College & Hospital,7.642131722669118,Tharamai Child Care Clinic
12.853660036363635,80.28351006868687,6.944561416597925,Dental College & Hospital,6.944561416597925,Dental College & Hospital,7.804419805129149,Tharamai Child Care Clinic
12.853660036363635,80.28554433939394,7.162628557021178,Dental College & Hospital,7.162628557021178,Dental College & Hospital,7.969823908306373,Tharamai Child Care Clinic
12.853660036363635,80.28757861010101,7.3811852591184675,Dental College & Hospital,7.3811852591184675,Dental College & Hospital,8.138154039507507,Tharamai Child Care Clinic
12.853660036363635,80.28961288080808,7.600189288409714,Dental College & Hospital,7.600189288409714,Dental College & Hospital,8.309232372412474,Tharamai Child Care Clinic
12.853660036363635,80.29164715151515,7.819603060036087,Dental College & Hospital,7.819603060036087,Dental College & Hospital,8.4828926359692,Tharamai Child Care Clinic
12.853660036363635,80.29368142222222,8.039393025597871,Dental College & Hospital,8.039393025597871,Dental College & Hospital,8.658979485750702,Tharamai Child Care Clinic
12.853660036363635,80.29571569292929,8.259529153054237,Dental College & Hospital,8.259529153054237,Dental College & Hospital,8.837347871535933,Tharamai Child Care Clinic
12.853660036363635,80.29774996363636,8.459446627656693,Sanjeevani Ayurvedic Hospital,8.459446627656693,Sanjeevani Ayurvedic Hospital,9.017862411740765,Tharamai Child Care Clinic
12.853660036363635,80.29978423434343,8.606208129580764,Sanjeevani Ayurvedic Hospital,8.606208129580764,Sanjeevani Ayurvedic Hospital,9.200396782654067,Tharamai Child Care Clinic
12.853660036363635,80.3018185050505,8.756353858758215,Sanjeevani Ayurvedic Hospital,8.756353858758215,Sanjeevani Ayurvedic Hospital,9.384833128303004,Tharamai Child Care Clinic
12.853660036363635,80.30385277575758,8.909712724691992,Sanjeevani Ayurvedic Hospital,8.909712724691992,Sanjeevani Ayurvedic Hospital,9.571061494971778,Tharamai Child Care Clinic
